Timestamp,What is your Gender?,What age group do you fall under,Which economic class do you fall under? (approximate),Which of the following do you own?,Are you a regular Social Media User?,How much time do you spend on social media every day? (mention as number of hours),Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Facebook],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Instagram],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Twitter],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Linkedin],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Tik Tok],"What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [Timepass]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [Networking]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [For new content]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [News]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Easy to use user interface]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Strong Privacy control]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [ability to choose preferred content]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Aesthetically pleasing user interface]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Customization options (profile, user interface etc)]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Push Notifications]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Contests and Events]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [More messaging options (like instant chat)]","If a social media platform were to be Gamified (addition of classes, guilds/clans, contests, events etc), how likely are you to use it?",What are the likely reasons for you not to use social media?,Any reasons not mentioned above?,If you are given the option of a social media specific to your interests will you use it?,Which of the following are your talents/skills/interests ? ,List any interests NOT mentioned above,"Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Coder/Hacker/Electronics Enthusiast/GameDev]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Content Creator (Audio/Video/Photo/Art/Text)]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Fitness/Sports/Travel/Adventure]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Finance matters/stock market/fantasy sports leagues etc]",How regularly do you participate in competitions/contests?,"If you are provided an easy to use platform to participate in or host competitions in your area of interests, how likely are you to use it?",
9/19/2022 18:53:15,Female,26-35,Don't want to say,"Mobile Phone, Tablet",Yes,2,0,5,1,1,0,1,3,5,4,5,5,5,5,5,2,2,1,5,,,,"Artist, Writer (Stories/Scripts etc), Video Maker/Editor, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship",,2,5,4,3,1,3,
9/19/2022 18:57:42,Female,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,0,0,3,1,0,1,1,3,5,3,5,5,5,5,3,5,5,3,,,,Writer (Stories/Scripts etc),,1,2,1,1,3,3,
9/19/2022 18:58:46,Female,26-35,Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information",Too many triggers,No,"Writer (Stories/Scripts etc), Travel and exploring, Stock Market, Entrepreneurship",,1,5,"1, 3","1, 3",1,1,
9/19/2022 18:59:55,Female,18-25,Middle Class,"Laptop, Mobile Phone",Yes,9,1,2,5,0,0,1,1,1,5,5,5,4,3,3,1,1,1,2,,,,"Writer (Stories/Scripts etc), Photographer",,1,5,1,1,1,2,
9/19/2022 19:00:00,Male,36-45,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,you dont have much time,I don't have much interest in social media,Yes,"Fantasy Sports Leagues, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,1,1,1,2,3,
9/19/2022 19:00:32,Transgender,36-45,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,12,0,3,4,1,0,3,3,4,4,5,5,5,4,4,3,1,2,3,,,,"Artist, Writer (Stories/Scripts etc), Filmmaker, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Collector (Coins, stamps, cards, posters, etc)",,3,5,2,2,2,3,
9/19/2022 19:00:47,Male,26-35,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch",Yes,3,0,3,1,1,0,3,4,4,3,3,3,3,3,2,1,1,2,4,,,,"Writer (Stories/Scripts etc), Photographer, Fitness enthusiast, Travel and exploring, Stock Market, Entrepreneurship",,"2, 3",5,"3, 4",3,3,3,
9/19/2022 19:01:12,Male,>45,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,2,4,5,3,2,1,4,3,5,2,5,4,3,4,2,2,2,2,4,,,,"Artist, Writer (Stories/Scripts etc), Filmmaker, Photographer, Collector (Coins, stamps, cards, posters, etc)","Wildlife, heritage",1,5,4,1,4,5,
9/19/2022 19:03:50,Female,36-45,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,4,1,5,4,0,0,5,2,4,4,5,4,5,5,4,3,3,3,1,,,,"Writer (Stories/Scripts etc), Travel and exploring",Reading ,1,2,3,1,1,2,
9/19/2022 19:05:06,Female,36-45,Upper Middle Class,"Laptop, Mobile Phone",Yes,4,5,3,2,0,0,3,5,5,5,5,4,4,4,3,2,1,2,1,,,,Writer (Stories/Scripts etc),,1,5,3,1,1,2,
9/19/2022 19:05:29,Female,26-35,Middle Class,"Laptop, Mobile Phone",Yes,2,1,2,0,2,0,2,3,3,3,3,4,3,3,4,2,1,2,2,,,,"Electronics Enthusiast (Building Devices etc), Artist, Writer (Stories/Scripts etc), Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)","Pop culture, gardening  trade",2,3,2,1,2,3,
9/19/2022 19:05:34,Male,26-35,Upper Middle Class,"Laptop, Mobile Phone",Yes,4,3,"4, 5",5,2,0,3,5,2,5,5,5,4,5,5,2,2,2,2,,,,"Writer (Stories/Scripts etc), Travel and exploring, Stock Market",,1,4,2,2,2,3,
9/19/2022 19:06:30,Male,36-45,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,too much misinformation or cluttered information,Have never been in social media...was never keen on joining it too,No,"Video Maker/Editor, Travel and exploring",,1,5,4,1,1,1,
9/19/2022 19:06:58,Male,18-25,Lower Middle Class,"Laptop, Mobile Phone",Yes,5,1,4,3,3,0,5,2,3,3,4,4,4,4,4,2,3,4,5,,,,"Gaming, Dancer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,3,3,5,3,3,4,
9/19/2022 19:08:33,Female,26-35,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,you dont have much time,,Yes,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Game Developer",,5,4,4,3,4,4,
9/19/2022 19:11:57,Male,18-25,Middle Class,Mobile Phone,Yes,1,2,1,0,0,0,4,1,3,2,4,5,5,2,4,3,3,4,4,,,,"Gaming, Coder/Hacker, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,2,1,4,1,5,4,
9/19/2022 19:12:42,Male,26-35,Middle Class,"Laptop, Mobile Phone, Desktop",Yes,3,1,4,0,3,0,5,4,3,1,4,5,5,4,4,2,4,4,4,,,,"Gaming, Artist, Dancer, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,3,1,3,1,2,4,
9/19/2022 19:13:27,Male,36-45,Don't want to say,"Laptop, Mobile Phone",Yes,2,4,5,2,3,1,1,3,5,4,5,2,5,4,3,1,3,2,3,,,,"Gaming, Writer (Stories/Scripts etc), Filmmaker, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship","Farming, travel, books",1,4,4,3,2,3,
9/19/2022 19:16:03,Female,26-35,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,0,3,3,0,0,4,1,4,4,4,4,4,4,3,1,1,3,3,,,,"Dancer, Fitness enthusiast, Travel and exploring, Stock Market",,1,2,2,2,1,2,
9/19/2022 19:18:14,Female,26-35,Middle Class,"Laptop, Mobile Phone",Yes,3,1,1,0,1,0,2,4,4,4,5,5,4,4,4,1,1,1,4,,,,"Artist, Musician, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship",NA,1,4,4,3,2,3,
9/19/2022 19:18:42,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone",Yes,3,2,5,3,4,1,4,2,5,3,4,2,4,5,3,5,1,5,4,,,,"Artist, Musician, Dancer, Writer (Stories/Scripts etc), Video Maker/Editor, Photographer, Stock Market, Entrepreneurship",,1,2,3,5,3,5,
9/19/2022 19:19:20,Male,>45,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,2,0,0,0,2,0,1,5,5,5,3,3,3,3,3,3,3,3,3,,,,"Electronics Enthusiast (Building Devices etc), Entrepreneurship",,1,3,3,2,4,3,
9/19/2022 19:19:59,Female,>45,Middle Class,Tablet,Yes,2,1,4,0,1,0,3,1,5,5,5,5,5,5,4,4,4,5,3,,,,"Writer (Stories/Scripts etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,2,5,1,3,4,
9/19/2022 19:24:53,Male,>45,Middle Class,"Mobile Phone, Desktop",Yes,4,5,2,1,1,0,3,3,2,2,3,2,2,2,2,1,2,2,4,,,,"Video Maker/Editor, Sports (Real world :-D)",,1,2,2,1,2,3,
9/19/2022 19:25:14,Female,18-25,Upper Class,"Laptop, Mobile Phone",Yes,5,1,4,0,2,0,2,4,3,4,1,2,4,2,4,4,3,4,4,,,,"Electronics Enthusiast (Building Devices etc), Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,5,4,5,4,4,4,
9/19/2022 19:34:34,Female,>45,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch",Yes,5,5,5,0,0,0,1,5,5,5,5,2,5,5,5,5,5,5,1,,,,"Photographer, Fitness enthusiast, Travel and exploring",Modelling,1,5,5,1,3,3,
9/19/2022 19:39:13,Male,26-35,Middle Class,"Laptop, Mobile Phone, Tablet",Yes,1,2,0,0,2,0,2,3,4,3,4,4,4,4,4,4,4,4,2,,,,"Coder/Hacker, Video Maker/Editor, Travel and exploring",,4,4,3,3,1,3,
9/19/2022 19:42:21,Female,26-35,Middle Class,"Laptop, Mobile Phone",Yes,3,0,2,0,1,0,2,2,2,2,3,3,3,2,3,1,1,2,4,,,,"Artist, Musician, Dancer, Travel and exploring",,1,1,1,1,2,3,
9/19/2022 19:44:29,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,5,2,2,1,0,2,2,3,4,5,2,1,3,5,1,1,4,3,,,,Writer (Stories/Scripts etc),,1,4,1,2,1,4,
9/19/2022 19:49:40,Male,>45,Don't want to say,"Laptop, Mobile Phone, Smart Watch",Yes,3,5,4,0,0,0,5,2,3,4,5,5,5,5,4,3,4,3,4,,,,Gaming,,1,1,3,1,3,1,
9/19/2022 19:50:03,Female,26-35,Middle Class,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,more of a real-world person,,Yes,"Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",,1,2,4,"3, 4",4,5,
9/19/2022 19:51:21,Male,>45,Middle Class,"Laptop, Mobile Phone",Yes,2,1,0,0,0,0,1,4,3,3,4,3,4,3,3,1,1,1,1,,,,Travel and exploring,Nothing specific,1,1,1,1,1,1,
9/19/2022 19:51:27,Female,>45,Middle Class,"Laptop, Mobile Phone, Desktop",Yes,1,2,0,0,0,0,3,4,3,4,5,5,5,5,5,5,1,3,3,,,,Entrepreneurship,Food and hospitality ,1,1,1,1,3,5,
9/19/2022 19:52:50,Female,>45,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,06,1,5,0,1,0,1,2,5,4,5,5,5,5,5,2,5,4,4,,,,Travel and exploring,Trainer,1,1,3,1,2,2,
9/19/2022 19:52:56,Do not prefer to say,18-25,Middle Class,"Laptop, Mobile Phone",Yes,0.5,0,3,3,3,0,4,2,1,3,4,5,5,4,5,2,1,3,2,,,,"Coder/Hacker, Dancer, Photographer, Sports (Real world :-D)",,3,1,3,"2, 3",3,2,
9/19/2022 19:53:18,Female,>45,Upper Middle Class,"Mobile Phone, Smart Watch",Yes,2,3,3,0,0,0,3,5,4,4,5,5,5,5,5,4,3,4,5,,,,"Musician, Writer (Stories/Scripts etc), Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,1,5,3,4,5,
9/19/2022 19:53:52,Male,>45,Middle Class,Mobile Phone,No,,,,,,,,,,,,,,,,,,,,privacy or security issues,Not inclined to be social person,No,Stock Market,Interested in Religion,1,1,3,5,1,1,
9/19/2022 19:54:52,Female,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,0,0,0,5,1,5,1,5,5,5,3,5,2,1,2,3,,,,"Coder/Hacker, Musician, Dancer, Photographer, Adventure (Trekking, Biking, Hiking, etc), Collector (Coins, stamps, cards, posters, etc)",,1,1,5,1,3,5,
9/19/2022 19:57:04,Male,>45,Middle Class,"Laptop, Mobile Phone",Yes,2,0,0,0,0,1,2,1,1,2,1,3,1,1,1,1,2,2,2,,,,"Gaming, Travel and exploring, Entrepreneurship",,1,1,1,2,2,2,
9/19/2022 19:57:27,Female,>45,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,6,1,1,0,0,0,3,1,1,3,1,1,2,2,2,3,3,1,2,,,,"Gaming, Musician, Photographer, Travel and exploring",Cooking ,1,1,2,2,1,2,
9/19/2022 19:59:19,Female,>45,Middle Class,Mobile Phone,Yes,6,2,1,0,0,0,1,1,1,2,3,3,3,3,3,3,1,1,1,,,,"Writer (Stories/Scripts etc), Photographer, Fitness enthusiast, Travel and exploring",Painting drawing,1,1,1,1,1,1,
9/19/2022 19:59:54,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,2,0,5,4,4,0,5,5,5,5,5,5,4,5,4,4,5,5,4,,,,"Gaming, Electronics Enthusiast (Building Devices etc), Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,4,1,5,3,3,5,
9/19/2022 20:00:28,Female,>45,Middle Class,Mobile Phone,Yes,1,2,0,0,0,0,2,2,3,1,5,5,5,5,5,5,3,4,3,,,,Travel and exploring,Reading ,1,1,2,1,1,5,
9/19/2022 20:03:05,Male,26-35,Middle Class,Mobile Phone,Yes,3,4,3,0,0,0,4,1,5,1,3,5,3,3,3,1,3,1,3,,,,"Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market",,1,1,3,5,2,4,
9/19/2022 20:05:04,Male,36-45,Upper Middle Class,"Laptop, Mobile Phone",Yes,2,0,2,0,3,0,4,3,2,4,5,1,4,5,1,1,1,4,2,,,,"Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,1,4,1,1,4,
9/19/2022 20:07:30,Female,>45,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,3,"3, 5",0,1,0,2,3,3,2,4,3,3,4,3,2,4,4,2,,,,Entrepreneurship,Cooking,1,1,1,1,1,4,
9/19/2022 20:07:37,Female,>45,Middle Class,Mobile Phone,No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information",,Yes,Sports (Real world :-D),"Handicrafts and Handwork like Embroidery, Knitting ",1,1,5,1,1,1,
9/19/2022 20:07:42,Female,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, more of a real-world person",,No,"Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market",Reading and Handiworks  and crafts like embroidery and origami,2,1,3,5,3,3,
9/19/2022 20:16:47,Female,18-25,Lower Middle Class,"Laptop, Mobile Phone, Tablet",Yes,2,0,5,0,0,0,5,3,1,1,5,5,4,3,3,3,3,5,3,,,,Artist,Cooking,1,4,3,1,1,3,
9/19/2022 20:20:08,Male,26-35,Middle Class,Mobile Phone,Yes,3,0,0,0,0,0,2,3,3,2,3,3,2,2,2,2,1,2,4,,,,"Writer (Stories/Scripts etc), Travel and exploring",Na,3,3,3,3,3,3,
9/19/2022 20:25:18,Male,>45,Middle Class,Mobile Phone,Yes,1,1,0,0,0,0,4,5,5,5,5,4,5,5,5,4,4,4,5,,,,Entrepreneurship,,1,1,1,1,5,5,
9/19/2022 20:28:40,Male,26-35,Don't want to say,"Laptop, Mobile Phone, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"too much misinformation or cluttered information, privacy or security issues",,Yes,"Musician, Writer (Stories/Scripts etc), Fantasy Sports Leagues, Travel and exploring, Sports (Real world :-D)",,1,2,4,3,2,2,
9/19/2022 20:33:34,Female,26-35,Middle Class,Mobile Phone,Yes,3,4,5,2,0,0,3,4,5,3,5,5,4,5,2,2,1,1,4,,,,"Artist, Video Maker/Editor, Stock Market",,1,3,3,4,3,3,
9/19/2022 20:36:43,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,5,1,5,2,5,0,2,5,5,3,5,5,4,3,3,3,4,3,5,,,,"Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,1,2,5,2,4,4,
9/19/2022 20:37:35,Male,26-35,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,1,1,5,5,1,0,4,5,5,5,5,5,4,4,4,4,4,3,3,,,,"Musician, Dancer, Filmmaker, Video Maker/Editor",,3,5,5,5,1,1,
9/19/2022 20:43:38,Male,26-35,Middle Class,Laptop,No,,,,,,,,,,,,,,,,,,,,too much misinformation or cluttered information,Addictive for no good reason ,Yes,Filmmaker,,1,5,1,1,1,1,
9/19/2022 20:51:22,Female,26-35,Upper Class,"Laptop, Mobile Phone",Yes,4,0,4,5,1,0,4,3,5,4,5,5,5,5,5,5,5,5,2,,,,Writer (Stories/Scripts etc),,1,5,1,1,1,1,
9/19/2022 20:52:40,Male,>45,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,2,0,0,0,2,"0, 1",1,2,2,2,3,3,1,2,2,2,3,2,4,,,,"Photographer, Adventure (Trekking, Biking, Hiking, etc)",,1,1,5,2,3,5,
9/19/2022 20:53:23,Male,26-35,Middle Class,"Laptop, Mobile Phone",Yes,3,2,3,0,2,0,4,5,5,3,4,5,5,5,5,1,5,4,5,,,,"Gaming, Photographer",,5,5,5,5,1,5,
9/19/2022 21:02:05,Male,26-35,Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,privacy or security issues,,Yes,"Gaming, Filmmaker, Photographer",,4,4,4,1,2,5,
9/19/2022 21:04:52,Male,36-45,Lower Class,"Laptop, Desktop",Yes,1,3,"0, 3",2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,5,,,,Gaming,Na,1,1,1,1,5,4,
9/19/2022 21:09:49,Male,26-35,Middle Class,Laptop,Yes,1,4,5,5,2,0,3,2,5,5,5,5,5,3,5,3,2,5,4,,,,"Artist, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Sports (Real world :-D)",,1,4,5,1,1,3,
9/19/2022 21:15:35,Male,26-35,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,3,2,3,0,0,0,3,1,5,3,3,5,5,5,5,3,4,5,3,,,,"Video Maker/Editor, Photographer, Travel and exploring",,3,2,3,4,3,3,
9/19/2022 21:19:35,Male,36-45,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"too much misinformation or cluttered information, privacy or security issues, you dont have much time",,Yes,"Musician, Writer (Stories/Scripts etc)",,2,3,2,3,1,2,
9/19/2022 21:22:57,Male,>45,Upper Middle Class,Mobile Phone,No,,,,,,,,,,,,,,,,,,,,privacy or security issues,,Yes,Sports (Real world :-D),,1,1,4,4,2,4,
9/19/2022 21:30:37,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,1,4,0,4,0,4,3,3,3,5,5,5,5,5,2,3,4,5,,,,"Gaming, Artist, Dancer, Writer (Stories/Scripts etc), Photographer, Fitness enthusiast, Travel and exploring",,1,5,5,2,3,5,
9/19/2022 21:31:18,Do not prefer to say,>45,Don't want to say,Mobile Phone,No,,,,,,,,,,,,,,,,,,,,too much misinformation or cluttered information,"Misinformation, which unfortunately and unsolicitedly, travels faster.",No,"Artist, Musician, Photographer, Fitness enthusiast, Entrepreneurship",,1,1,4,1,1,1,
9/19/2022 21:43:34,Male,>45,Middle Class,"Laptop, Mobile Phone",Yes,1,5,4,0,1,0,1,5,1,1,5,5,5,4,4,1,1,4,1,,,,Travel and exploring,,1,1,1,4,1,3,
9/19/2022 21:44:54,Male,26-35,Upper Middle Class,"Laptop, Mobile Phone",Yes,2,0,5,2,3,0,5,5,5,5,5,5,5,3,3,3,2,3,2,,,,"Gaming, Coder/Hacker, Musician, Photographer",,5,3,4,4,3,4,
9/19/2022 22:01:54,Female,36-45,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,2,1,1,0,1,0,1,3,3,3,4,4,4,4,2,2,1,2,5,,,,Coder/Hacker,,3,1,3,1,3,4,
9/19/2022 22:09:51,Male,>45,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,1,3,1,2,4,0,3,4,5,5,5,4,5,5,5,4,1,4,3,,,,Entrepreneurship,,1,4,3,3,1,2,
9/19/2022 22:41:00,Male,36-45,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,1,3,1,1,5,0,3,4,3,3,3,5,3,3,4,4,4,3,4,,,,"Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship",,3,3,3,4,3,5,
9/19/2022 22:46:18,Female,10-17,Middle Class,Mobile Phone,No,,,,,,,,,,,,,,,,,,,,you dont have much time,,Yes,"Writer (Stories/Scripts etc), Fitness enthusiast, Adventure (Trekking, Biking, Hiking, etc)",,"1, 2","1, 2","1, 2","1, 2",2,4,
9/19/2022 22:55:15,Male,26-35,Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues, you dont have much time, more of a real-world person",,No,"Dancer, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship",,1,5,2,"1, 5",3,3,
9/19/2022 23:06:40,Male,>45,Middle Class,"Laptop, Mobile Phone",Yes,1,3,1,2,3,0,1,4,4,2,4,4,4,4,4,2,1,1,1,,,,"Travel and exploring, Sports (Real world :-D), Entrepreneurship",,1,1,3,1,1,1,
9/19/2022 23:11:24,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,3,0,5,0,3,0,3,3,4,4,4,4,5,4,4,4,3,5,4,,,,"Gaming, Coder/Hacker, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,5,"2, 3",4,1,4,4,
9/19/2022 23:25:17,Male,18-25,Upper Class,"Laptop, Mobile Phone, Desktop",Yes,3,0,2,0,1,0,3,2,"4, 5",3,5,5,5,5,3,3,5,3,4,,,,"Gaming, Electronics Enthusiast (Building Devices etc), Artist, Dancer, Writer (Stories/Scripts etc), Filmmaker, Photographer, Fitness enthusiast, Travel and exploring, Entrepreneurship",,4,"4, 5",3,3,2,4,
9/19/2022 23:29:04,Male,36-45,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"privacy or security issues, you dont have much time",,Yes,"Filmmaker, Travel and exploring",,5,1,2,1,2,4,
9/19/2022 23:36:34,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,3,5,0,1,0,4,3,5,3,5,4,5,5,5,3,5,5,3,,,,"Artist, Dancer, Filmmaker, Video Maker/Editor, Travel and exploring",,3,5,5,3,2,3,
9/19/2022 23:38:12,Female,26-35,Don't want to say,"Laptop, Mobile Phone",Yes,2,2,5,0,3,0,3,2,3,3,5,5,3,3,3,3,1,1,3,,,,"Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Fitness enthusiast, Travel and exploring, Entrepreneurship",,1,1,3,1,2,2,
9/19/2022 23:53:56,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,5,0,4,1,0,0,4,2,3,3,4,4,5,3,4,2,3,4,3,,,,"Gaming, Fantasy Sports Leagues, Travel and exploring, Sports (Real world :-D)",,1,1,4,1,3,4,
9/20/2022 0:04:58,Male,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,6,1,4,1,3,0,4,4,2,3,3,4,4,4,4,1,2,2,4,,,,"Artist, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,1,3,3,3,3,3,
9/20/2022 0:06:29,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,1.5,1,5,0,4,0,3,3,3,3,4,4,4,4,4,1,3,2,3,,,,"Gaming, Artist, Musician, Dancer, Writer (Stories/Scripts etc), Video Maker/Editor, Photographer, Fitness enthusiast, Sports (Real world :-D), Entrepreneurship",,1,3,3,3,3,3,
9/20/2022 0:14:02,Male,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,It is a waste of time,I just don't want to use it... Maybe lack of interest,Yes,"Gaming, Coder/Hacker, Photographer, Travel and exploring, Stock Market",,5,3,2,4,3,4,
9/20/2022 0:34:36,Male,26-35,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,4,0,5,0,2,0,4,2,4,3,4,5,3,4,4,2,3,3,3,,,,"Dancer, Video Maker/Editor, Photographer, Stock Market",,1,4,4,3,3,3,
9/20/2022 0:38:54,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,5,0,3,3,1,0,5,2,5,3,5,5,5,3,5,"2, 3",1,4,3,,,,"Writer (Stories/Scripts etc), Fitness enthusiast, Travel and exploring","Reading, movie and book reviews ",1,1,1,1,1,2,
9/20/2022 0:48:26,Male,36-45,Middle Class,"Mobile Phone, Smart Watch",Yes,1,1,0,2,2,0,2,3,3,3,1,2,5,1,2,3,3,3,3,,,,"Travel and exploring, Sports (Real world :-D)",,1,5,5,1,1,3,
9/20/2022 1:19:33,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,2,1,1,0,0,0,2,2,3,4,5,5,5,4,3,2,3,5,2,,,,"Gaming, Photographer, Sports (Real world :-D), Stock Market",,1,2,1,3,2,2,
9/20/2022 1:22:42,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues",,Yes,"Artist, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Travel and exploring, Stock Market",Cooking,1,5,2,4,2,2,
